,placeID,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,y0,y1
86,86,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-82,-81,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-90,-87,-100,-100,-100,-86,-100,-91,-86,-100,-89,-89,-88,-88,-90,-89,-89,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-79,-79,-78,-80,-100,-100,-100,-100,-88,-88,-87,-88,-84,-89,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-45,-46,-52,-48,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-68,-100,-100,32.4,5.4
87,87,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-84,-81,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-90,-87,-100,-100,-100,-86,-100,-91,-86,-100,-89,-86,-87,-86,-87,-89,-86,-75,-75,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-80,-79,-78,-80,-100,-100,-100,-100,-88,-88,-87,-88,-84,-89,-100,-100,-100,-100,-100,-100,-71,-63,-100,-100,-100,-100,-100,-41,-42,-54,-55,-92,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-68,-100,-100,33.0,5.4
88,88,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-84,-84,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-86,-100,-91,-86,-84,-100,-89,-90,-89,-84,-89,-85,-77,-76,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-80,-79,-78,-78,-100,-100,-100,-100,-87,-87,-88,-88,-87,-87,-100,-100,-100,-100,-100,-100,-71,-61,-100,-100,-100,-100,-100,-42,-44,-78,-80,-92,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-63,-68,-100,-100,33.6,5.4
89,89,-100,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-86,-100,-91,-85,-84,-100,-83,-81,-81,-80,-81,-81,-73,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-80,-79,-78,-78,-100,-87,-86,-86,-86,-88,-88,-88,-87,-87,-100,-100,-100,-100,-100,-100,-67,-53,-100,-100,-100,-100,-100,-43,-43,-53,-54,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-61,-65,-100,-100,34.199999999999996,5.4
90,90,-100,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-83,-81,-81,-80,-81,-81,-73,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-81,-80,-80,-81,-81,-100,-87,-86,-86,-86,-88,-88,-88,-87,-87,-100,-100,-100,-100,-100,-100,-59,-51,-100,-100,-100,-100,-100,-38,-39,-42,-46,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-62,-65,-100,-100,34.8,5.4
91,91,-100,-100,-83,-81,-100,-100,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-88,-89,-90,-100,-100,-100,-80,-80,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-71,-73,-73,-72,-72,-81,-69,-65,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-81,-100,-80,-81,-81,-100,-87,-86,-86,-86,-88,-88,-88,-87,-87,-100,-100,-100,-100,-100,-100,-59,-55,-100,-100,-100,-100,-100,-35,-38,-38,-38,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-59,-65,-100,-100,35.4,5.4
92,92,-86,-86,-78,-79,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-86,-76,-76,-76,-75,-100,-84,-100,-100,-100,-100,-100,-75,-76,-75,-74,-81,-77,-81,-71,-71,-64,-65,-65,-65,-56,-52,-52,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-85,-87,-82,-82,-100,-84,-100,-85,-90,-88,-100,-100,-87,-100,-100,-100,-64,-66,-100,-100,-100,-100,-100,-42,-39,-41,-42,-85,-100,-100,-100,-71,-100,-100,-100,-100,-100,-92,-83,-83,-100,-83,-100,-58,-56,-100,-100,36.0,5.4
93,93,-72,-71,-67,-67,-100,-100,-73,-76,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-67,-66,-76,-68,-100,-100,-100,-79,-100,-79,-100,-100,-100,-68,-68,-65,-65,-100,-100,-81,-100,-100,-100,-80,-71,-71,-75,-79,-77,-71,-72,-72,-73,-72,-74,-73,-73,-65,-66,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-74,-74,-100,-87,-85,-88,-87,-85,-86,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-54,-63,-100,-100,-100,-100,-100,-41,-35,-35,-35,-82,-100,-100,-100,-73,-100,-100,-100,-100,-85,-100,-84,-82,-100,-100,-100,-56,-53,-100,-100,0.6,6.0
94,94,-100,-100,-100,-100,-80,-82,-100,-100,-91,-93,-79,-79,-81,-85,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-89,-100,-100,-100,-100,-100,-88,-88,-88,-88,-88,-88,-89,-89,-88,-89,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-85,-100,-100,-82,-100,-100,-85,-90,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-47,-59,-57,-87,-85,-88,-87,-88,1.2,6.0
95,95,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-79,-79,-81,-85,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-92,-92,-100,-92,-100,-100,-100,-100,-100,-91,-88,-88,-88,-88,-88,-89,-89,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-85,-100,-100,-84,-100,-100,-100,-90,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-58,-57,-87,-100,-100,-87,-88,1.8,6.0
96,96,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-92,-100,-92,-100,-100,-100,-100,-100,-89,-91,-91,-100,-100,-100,-88,-91,-91,-88,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-85,-100,-100,-86,-100,-100,-87,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-52,-54,-53,-100,-100,-100,-91,-100,2.4,6.0
97,97,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-91,-91,-91,-91,-88,-91,-90,-88,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-90,-100,-100,-85,-85,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-49,-53,-53,-100,-100,-100,-91,-100,3.0,6.0
98,98,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-100,-100,-84,-84,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-91,-91,-91,-89,-91,-92,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-88,-100,-100,-85,-85,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-50,-54,-100,-88,-100,-100,-88,-89,3.6,6.0
99,99,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-89,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-88,-100,-100,-87,-86,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-47,-56,-45,-88,-100,-100,-89,-89,4.2,6.0
100,100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-86,-87,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-84,-84,-82,-82,-87,-87,-87,-88,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-92,-100,-100,-100,-87,-100,-100,-84,-100,-100,-89,-85,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-45,-54,-60,-87,-100,-100,-89,-89,4.8,6.0
101,101,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-86,-87,-100,-100,-91,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-87,-86,-82,-87,-84,-87,-88,-85,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-92,-100,-100,-100,-87,-100,-100,-84,-100,-100,-85,-85,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-46,-56,-60,-86,-100,-100,-88,-88,5.4,6.0
102,102,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-86,-88,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-87,-86,-100,-100,-84,-85,-86,-85,-91,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-86,-100,-100,-87,-89,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-45,-51,-54,-86,-100,-100,-88,-85,6.0,6.0
103,103,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6.6,6.0
104,104,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-83,-83,-100,-82,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-80,-80,-78,-79,-78,-77,-82,-82,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-87,-100,-100,-80,-100,-100,-79,-79,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-40,-49,-41,-100,-100,-100,-87,-87,7.2,6.0
105,105,-100,-100,-100,-100,-87,-80,-100,-100,-100,-100,-82,-81,-100,-82,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-77,-84,-80,-81,-83,-78,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-87,-100,-100,-85,-100,-100,-86,-79,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-45,-45,-100,-100,-100,-87,-87,7.8,6.0
106,106,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-80,-79,-82,-78,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-84,-84,-83,-83,-87,-89,-84,-86,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-83,-100,-77,-76,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-36,-37,-42,-39,-100,-100,-100,-88,-100,8.4,6.0
107,107,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-80,-83,-82,-78,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-85,-100,-84,-83,-91,-87,-81,-84,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-83,-85,-77,-84,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-36,-37,-47,-39,-100,-100,-100,-88,-100,9.0,6.0
108,108,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-83,-72,-78,-100,-100,-100,-100,-79,-81,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-89,-100,-100,-91,-83,-83,-82,-83,-84,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-83,-84,-81,-77,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-33,-33,-36,-41,-85,-100,-87,-88,-86,9.6,6.0
109,109,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-81,-80,-72,-78,-100,-100,-100,-100,-81,-81,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-83,-80,-81,-82,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-83,-84,-81,-79,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-34,-34,-37,-40,-85,-100,-87,-88,-86,10.2,6.0
110,110,-100,-100,-87,-100,-80,-80,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-87,-90,-87,-100,-84,-84,-84,-86,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-81,-78,-78,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-33,-32,-35,-34,-80,-100,-100,-85,-87,10.8,6.0
111,111,-100,-100,-87,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-83,-82,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-87,-90,-87,-100,-86,-86,-81,-82,-81,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-79,-79,-78,-86,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-32,-31,-33,-34,-80,-100,-89,-87,-87,11.4,6.0
112,112,-100,-100,-100,-90,-76,-76,-100,-100,-100,-100,-83,-100,-78,-79,-89,-100,-100,-100,-78,-84,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-84,-100,-100,-100,-87,-88,-87,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-74,-81,-81,-82,-82,-44,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-42,-41,-35,-100,-100,-100,-88,-87,-87,12.0,6.0
113,113,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-82,-100,-100,-78,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-89,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-91,-100,-100,-81,-76,-77,-76,-79,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-43,-37,-37,-100,-87,-86,-100,-100,12.6,6.0
114,114,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-82,-100,-79,-78,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-91,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-77,-77,-75,-80,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-33,-33,-40,-37,-100,-89,-89,-100,-100,13.2,6.0
115,115,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-82,-100,-79,-78,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-78,-79,-77,-81,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-37,-40,-43,-38,-100,-89,-89,-100,-100,13.8,6.0
116,116,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-82,-88,-79,-78,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-76,-75,-78,-77,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-42,-49,-44,-100,-89,-100,-100,-100,14.4,6.0
117,117,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-88,-88,-79,-79,-100,-100,-100,-100,-82,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-81,-79,-80,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-39,-39,-48,-46,-100,-88,-100,-100,-100,15.0,6.0
118,118,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-88,-88,-84,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-92,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-81,-79,-80,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-39,-38,-52,-46,-100,-88,-100,-100,-100,15.6,6.0
119,119,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-88,-88,-84,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-92,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-78,-81,-80,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-45,-52,-50,-100,-88,-84,-100,-100,16.2,6.0
